id,host_neighbourhood,zipcode,property_type,neighbourhood_group_cleansed,review_scores_rating
2935486,Belltown,98121,Condominium,Downtown,98
2943860,First Hill,98101,Apartment,Downtown,93
2948548,University District,98105,Apartment,University District,98
2950213,Ballard,98107,Apartment,Ballard,97
2955782,Central Business District,98101,Condominium,Downtown,91
2958318,Magnolia,98199,Townhouse,Magnolia,93
2970666,Capitol Hill,98102,Apartment,Capitol Hill,96
2976798,Wallingford,98105,House,Other neighborhoods,91
2980762,Columbia City,98118,House,Rainier Valley,99
2986056,Capitol Hill,98103,House,Other neighborhoods,100
2989758,Fremont,98103,House,Other neighborhoods,90
2994309,Wallingford,98105,Apartment,Other neighborhoods,82
2995996,Minor,98112,House,Central Area,95
2998728,Queen Anne,98119,House,Queen Anne,100
3017298,Greenwood,98177,House,Other neighborhoods,93
3021560,,98102,Townhouse,Capitol Hill,99
3022308,University District,98105,Apartment,University District,95
3022564,Columbia City,98118,Guesthouse,Rainier Valley,91
3031503,Minor,98122,Apartment,Central Area,98
3033190,Queen Anne,98119,Bungalow,Queen Anne,99
3038772,Ballard,98107,Townhouse,Ballard,93
3040278,Lower Queen Anne,98119,Condominium,Queen Anne,97
3041619,Capitol Hill,98102,House,Capitol Hill,90
3050140,Wallingford,98103,Guest suite,Other neighborhoods,95
3052151,Ballard,98107,House,Ballard,98
3053237,Ballard,98107,Cottage,Ballard,100
3053269,Ballard,98107,House,Ballard,94
3061918,North Admiral,98126,House,West Seattle,96
3085726,University District,98105,Apartment,University District,94
3120652,Columbia City,98118,House,Rainier Valley,98
3121829,Ballard,98107,Townhouse,Ballard,99
3124961,North Admiral,98116,House,West Seattle,94
3139847,Belltown,98121,Serviced apartment,Downtown,97
3143227,Minor,98122,House,Central Area,96
3155785,Ballard,98107,Apartment,Ballard,97
3157738,Ballard,98117,House,Ballard,83
3158243,University District,98105,Apartment,University District,97
3173186,Pike Place Market,98101,Apartment,Downtown,87
3206305,Riverview,98106,Guest suite,Delridge,96
3209633,Phinney Ridge,98103,Apartment,Other neighborhoods,97
3231382,Eastlake,98102,Condominium,Cascade,91
3237501,Magnolia,98199,House,Magnolia,92
3238295,Phinney Ridge,98117,Apartment,Other neighborhoods,98
3242605,Seaview,98136,House,West Seattle,98
3245876,Queen Anne,98119,Apartment,Queen Anne,99
3246706,North Beacon Hill,98108,Townhouse,Rainier Valley,98
3250577,Ballard,98117,House,Other neighborhoods,91
3254956,Wallingford,98103,Apartment,Other neighborhoods,100
3258213,Columbia City,98118,House,Rainier Valley,96
3258585,,98144,House,Beacon Hill,96
3263071,University District,98105,Apartment,University District,93
3263722,Ballard,98133,Townhouse,Other neighborhoods,98
3269390,Queen Anne,98119,Guesthouse,Queen Anne,96
3273014,University District,98105,Apartment,University District,94
3273240,Pioneer Square,98104,Loft,Downtown,92
3282760,Greenwood,98103,House,Other neighborhoods,98
3294804,Wallingford,98103,Apartment,Other neighborhoods,97
3303376,Georgetown,98108,Serviced apartment,Other neighborhoods,96
3308979,Queen Anne,98119,House,Queen Anne,93
3312406,Fremont,98107,Guest suite,Other neighborhoods,97
3319386,Harrison/Denny-Blaine,98112,Guest suite,Central Area,98
3324375,Atlantic,98144,House,Central Area,97
3333971,Central Business District,98104,Apartment,Downtown,93
3340727,Roxhill,98126,Guesthouse,Delridge,100
3345341,Belltown,98101,Apartment,Downtown,96
3372535,Seward Park,98118,House,Seward Park,97
3379116,Portage Bay,98102,Guesthouse,Capitol Hill,91
3380159,Pike Place Market,98101,Apartment,Downtown,95
3382533,Queen Anne,98199,Apartment,Magnolia,96
3385421,Pike Place Market,98121,Townhouse,Downtown,98
3386862,Capitol Hill,98102,Apartment,Capitol Hill,96
3394936,First Hill,98101,Apartment,Downtown,90
3401644,Queen Anne,98109,Apartment,Queen Anne,97
3402376,Genesee,98116,House,West Seattle,95
3403638,Capitol Hill,98103,House,Other neighborhoods,98
3403858,North Admiral,98116,House,West Seattle,94
3404557,Capitol Hill,98103,House,Other neighborhoods,96
3405896,,98126,Apartment,Delridge,100
3411643,Belltown,98101,Condominium,Downtown,93
3416590,Stevens,98122,Bed and breakfast,Capitol Hill,96
3418230,Capitol Hill,98102,House,Capitol Hill,88
3424114,Capitol Hill,98103,House,Other neighborhoods,91
3424242,Capitol Hill,98103,House,Other neighborhoods,97
3424991,Capitol Hill,98102,Townhouse,Capitol Hill,93
3426639,Capitol Hill,98102,Townhouse,Capitol Hill,80
3434459,Ravenna,98105,House,Other neighborhoods,95
3441450,,98101,Condominium,Downtown,94
3441487,Yesler Terrace,98122,Condominium,Downtown,96
3446274,Stevens,98122,Bed and breakfast,Capitol Hill,95
3449059,Central Business District,98104,Apartment,Downtown,94
3456599,Wallingford,98103,House,Other neighborhoods,94
3463245,Madrona,98122,Apartment,Central Area,97
3468261,Westlake,98109,Apartment,Cascade,100
3478117,Madrona,98122,House,Central Area,100
3487824,International District,98104,Apartment,Downtown,96
3488436,Seward Park,98118,Guest suite,Seward Park,94
3489837,Fremont,98103,House,Other neighborhoods,93
3504521,Stevens,98112,Apartment,Capitol Hill,95
3505739,Alki,98116,House,West Seattle,92
3510818,Ballard,98117,House,Ballard,97
3522409,,98109,Houseboat,Cascade,99
3531616,Riverview,98106,House,Delridge,100
3533112,Minor,98122,Apartment,Central Area,
3534444,Fremont,98103,House,Other neighborhoods,95
3535171,Greenwood,98103,House,Other neighborhoods,93
3543084,Belltown,98121,Condominium,Downtown,96
3543247,Greenwood,98117,Apartment,Other neighborhoods,92
3544964,Holly Park,98118,House,Beacon Hill,93
3551836,North Admiral,98116,Apartment,West Seattle,96
3552006,Capitol Hill,98102,Apartment,Capitol Hill,99
3552523,International District,98104,Apartment,Downtown,100
3561108,Roosevelt,98115,House,Other neighborhoods,95
3561237,Magnolia,98199,House,Magnolia,90
3570691,Capitol Hill,98122,Townhouse,Capitol Hill,100
3582883,North Beacon Hill,98108,House,Beacon Hill,96
3584790,Ballard,98117,Apartment,Ballard,96
3593582,North Beacon Hill,98144,House,Beacon Hill,87
3594959,Fremont,98103,House,Other neighborhoods,98
3604931,Fauntleroy,98136,House,West Seattle,92
3624990,First Hill,98101,Apartment,Downtown,98
3625969,Ravenna,98115,Guest suite,Other neighborhoods,97
3627658,Eastlake,98102,Apartment,Cascade,97
3637180,Greenwood,98103,House,Other neighborhoods,96
3639023,Queen Anne,98119,Townhouse,Queen Anne,99
3646393,Montlake,98112,Guest suite,Capitol Hill,89
3652078,,98119,Boat,Queen Anne,100
3657819,Ballard,98117,House,Ballard,99
3659621,Belltown,98101,Condominium,Downtown,96
3673011,Columbia City,98118,Townhouse,Rainier Valley,88
3677729,,98144,Guest suite,Rainier Valley,99
3678718,Ballard,98107,Apartment,Ballard,87
3679617,University District,98105,Apartment,University District,87
3689119,Ballard,98107,Guesthouse,Ballard,93
3689416,Bitter Lake,98133,Condominium,Other neighborhoods,88
3691288,Atlantic,98144,House,Central Area,95
3703121,Mathews Beach,98115,Guest suite,Lake City,94
3706719,University District,98105,Apartment,University District,91
3720511,Queen Anne,98109,Townhouse,Queen Anne,96
3726391,Columbia City,98118,House,Rainier Valley,93
3728802,Leschi,98122,House,Central Area,97
3732076,Capitol Hill,98103,House,Other neighborhoods,96
3732103,Capitol Hill,98103,House,Other neighborhoods,97
3738724,Lower Queen Anne,98109,Apartment,Queen Anne,99
3739681,Wallingford,98103,House,Other neighborhoods,99
3742374,North Beacon Hill,98144,House,Beacon Hill,92
3757899,Rainier Beach,98178,House,Rainier Valley,88
3759039,Capitol Hill,98102,House,Capitol Hill,98
3766055,Ravenna,98115,House,Other neighborhoods,96
3768745,,98109,House,Queen Anne,96
3770248,University District,98105,Apartment,University District,87
3772674,Ballard,98107,House,Ballard,95
3773700,Wallingford,98105,House,Other neighborhoods,89
3774113,Windermere,98105,Apartment,Other neighborhoods,96
3775757,Stevens,98122,Apartment,Capitol Hill,96
3783162,Wallingford,98103,House,Other neighborhoods,87
3791920,Wallingford,98103,Apartment,Other neighborhoods,87
3793406,Roosevelt,98115,Guest suite,Other neighborhoods,93
3793790,Holly Park,98118,House,Beacon Hill,99
3811118,Portage Bay,98102,House,Capitol Hill,95
3818746,The Junction,98116,House,West Seattle,94
3819831,Capitol Hill,98102,Apartment,Capitol Hill,98
3821663,Central Business District,98104,Apartment,Downtown,96
3821822,Green Lake,98103,Apartment,Other neighborhoods,94
3835995,Ballard,98107,House,Ballard,93
3843706,Roosevelt,98115,House,Other neighborhoods,89
3844087,Fremont,98103,House,Other neighborhoods,97
3852117,Ravenna,98115,Guesthouse,Other neighborhoods,87
3854292,University District,98105,Condominium,University District,93
3859671,Green Lake,98103,House,Other neighborhoods,96
3860170,Ballard,98107,Loft,Ballard,95
3861673,Ballard,98117,Guest suite,Ballard,98
3868138,Pike Place Market,98104,Apartment,Downtown,91
3868844,Alki,98116,House,West Seattle,96
3870937,Mathews Beach,98115,House,Lake City,98
3883137,Crown Hill,98117,Guest suite,Other neighborhoods,100
3883392,Queen Anne,98119,Apartment,Queen Anne,92
3888924,Capitol Hill,98103,House,Other neighborhoods,97
3888986,Capitol Hill,98103,House,Other neighborhoods,95
3889050,Capitol Hill,98103,House,Other neighborhoods,90
3889280,Capitol Hill,98103,House,Other neighborhoods,94
3889299,Capitol Hill,98103,House,Other neighborhoods,94
3889330,Capitol Hill,98103,House,Other neighborhoods,80
3890990,Queen Anne,98103,House,Other neighborhoods,97
3898413,Fremont,98103,House,Other neighborhoods,89
3898692,Alki,98116,Guest suite,West Seattle,98
3906076,First Hill,98101,Condominium,Downtown,88
3908378,Ballard,98117,Guest suite,Ballard,96
3915826,Wallingford,98103,Apartment,Other neighborhoods,96
3921664,Harrison/Denny-Blaine,98112,Guest suite,Central Area,99
3922853,Greenwood,98117,House,Other neighborhoods,96
3925077,Bryant,98115,House,Other neighborhoods,95
3925573,,98109,Apartment,Queen Anne,94
3926008,Stevens,98112,Apartment,Capitol Hill,87
3939683,Capitol Hill,98103,House,Other neighborhoods,94
3940265,Minor,98122,House,Central Area,99
3946160,Atlantic,98144,Townhouse,Central Area,97
3946674,Minor,98122,House,Central Area,93
3953611,Harrison/Denny-Blaine,98112,Guest suite,Central Area,93
3953742,Belltown,98121,Apartment,Downtown,97
3959460,Phinney Ridge,98103,Apartment,Other neighborhoods,100
3959904,Georgetown,98108,Tiny house,Other neighborhoods,96
3961077,Wedgewood,98115,House,Other neighborhoods,98
3970736,Minor,98122,Apartment,Central Area,95
3971346,,98199,House,Magnolia,94
3987838,Madrona,98122,Apartment,Central Area,98
3992155,Belltown,98121,Condominium,Downtown,99
3993960,North Delridge,98106,House,Delridge,93
3997861,Queen Anne,98109,Condominium,Queen Anne,98
4008373,Pike Place Market,98104,Apartment,Downtown,92
4024844,Roosevelt,98115,House,Other neighborhoods,92
4025954,Green Lake,98103,Apartment,Other neighborhoods,98
4026757,Wallingford,98103,House,Other neighborhoods,
4030640,The Junction,98126,Guest suite,West Seattle,95
4038347,Greenwood,98103,House,Other neighborhoods,94
4046863,Wallingford,98103,House,Other neighborhoods,83
4047058,Wallingford,98103,House,Other neighborhoods,97
4053972,Madrona,98122,Guest suite,Central Area,96
4061207,Atlantic,98144,House,Central Area,95
4066344,High Point,98126,House,Delridge,95
4069543,Gatewood,98136,House,West Seattle,91
4077415,Queen Anne,98119,Apartment,Queen Anne,100
4104442,Phinney Ridge,98103,House,Other neighborhoods,80
4105164,Gatewood,98136,Townhouse,West Seattle,92
4111137,Minor,98122,Guest suite,Central Area,97
4113197,Bitter Lake,98133,Condominium,Other neighborhoods,93
4120442,Central Business District,98101,Condominium,Downtown,95
4122325,Green Lake,98115,House,Other neighborhoods,98
4125779,Queen Anne,98119,House,Queen Anne,93
4126798,Eastlake,98102,Apartment,Cascade,97
4127517,Fremont,98103,House,Other neighborhoods,97
4128097,Westchester/Playa Del Rey,98101,Apartment,Downtown,97
4128207,Westchester/Playa Del Rey,98101,Apartment,Downtown,99
4129218,Capitol Hill,98102,Apartment,Capitol Hill,94
4130112,Wallingford,98105,House,Other neighborhoods,96
4137114,First Hill,98101,Condominium,Downtown,98
4145694,Capitol Hill,98102,Apartment,Capitol Hill,97
4151303,University District,98105,Guest suite,University District,97
4163568,South Beacon Hill,98118,Guest suite,Beacon Hill,98
4165554,University District,98105,Apartment,University District,95
4168025,First Hill,98101,Apartment,Downtown,92
4170863,Leschi,98122,Guest suite,Central Area,100
4181226,Ravenna,98115,House,Other neighborhoods,86
4184211,Capitol Hill,98102,Apartment,Capitol Hill,93
4187961,Phinney Ridge,98117,Guest suite,Other neighborhoods,90
4188794,Minor,98122,Apartment,Central Area,93
4191621,Central Business District,98101,Loft,Downtown,98
4208555,Ravenna,98115,House,Other neighborhoods,98
4211081,Capitol Hill,98102,Townhouse,Capitol Hill,94
4218733,Queen Anne,98119,Guest suite,Queen Anne,
4225225,Stevens,98122,Bed and breakfast,Capitol Hill,98
4226386,Pioneer Square,98104,Condominium,Downtown,97
4231670,Capitol Hill,98122,Apartment,Capitol Hill,99
4236723,Ballard,98107,House,Ballard,99
4250367,Kaanapali,98109,House,Queen Anne,97
4252591,Highland Park,98106,House,Delridge,95
4256705,Minor,98122,Apartment,Central Area,98
4270642,University District,98105,Apartment,University District,100
4277026,Capitol Hill,98112,House,Capitol Hill,94
4279578,Green Lake,98115,Apartment,Other neighborhoods,94
4279876,Wallingford,98103,Apartment,Other neighborhoods,92
4286182,Minor,98122,Apartment,Central Area,97
4287974,Windermere,98105,Apartment,Other neighborhoods,92
4288801,Ravenna,98115,House,Other neighborhoods,93
4294376,Wallingford,98103,House,Other neighborhoods,94
4297068,Minor,98122,Townhouse,Central Area,95
4316910,Atlantic,98144,Townhouse,Central Area,94
4318814,Phinney Ridge,98103,House,Other neighborhoods,98
4324917,Lower Queen Anne,98119,House,Queen Anne,86
4340838,Wallingford,98105,House,Other neighborhoods,95
4360485,Greenwood,98117,House,Other neighborhoods,92
4360604,Greenwood,98117,House,Other neighborhoods,93
4363044,Wallingford,98103,Apartment,Other neighborhoods,91
4364285,Mount Baker,98118,Townhouse,Rainier Valley,80
4364624,Minor,98122,Guesthouse,Central Area,96
4365589,North Beacon Hill,98144,House,Beacon Hill,85
4400811,Mount Baker,98144,House,Rainier Valley,96
4401544,Stevens,98112,House,Capitol Hill,80
4409731,Fremont,98103,Condominium,Other neighborhoods,100
4417792,Belltown,98121,Condominium,Downtown,94
4423130,Maple Leaf,98115,House,Northgate,
4429898,Ballard,98117,Guest suite,Ballard,91
4430233,Minor,98122,Apartment,Central Area,95
4430381,Minor,98122,Apartment,Central Area,94
4432489,Leschi,98144,Guest suite,Central Area,97
4438188,University District,98105,Apartment,University District,95
4438871,Ballard,98117,House,Ballard,96
4439293,First Hill,98101,Condominium,Downtown,90
4440686,,,Condominium,Downtown,91
4461706,Mount Baker,98118,Camper/RV,Rainier Valley,97
4464110,,98115,House,Lake City,95
4464542,Madison Park,98112,Apartment,Capitol Hill,96
4464824,Belltown,98121,Loft,Downtown,92
4479426,,98126,House,West Seattle,96
4481979,Eastlake,98102,Apartment,Cascade,98
4484426,University District,98105,Condominium,University District,96
4503535,Capitol Hill,98102,Apartment,Capitol Hill,95
4518474,Fremont,98107,Apartment,Other neighborhoods,97
4520179,Belltown,98121,Loft,Downtown,95
4521755,Wallingford,98103,House,Other neighborhoods,98
4526737,Dunlap,98118,Apartment,Rainier Valley,98
4526943,Capitol Hill,98102,Apartment,Capitol Hill,98
4531944,Long Beach,98103,Guesthouse,Other neighborhoods,98
4532538,Ballard,98107,House,Ballard,97
4539948,Minor,98122,Loft,Central Area,100
4550099,Ballard,98107,House,Ballard,94
4550199,Bryant,98105,House,Other neighborhoods,91
4555997,Queen Anne,98119,Guesthouse,Queen Anne,97
4556935,Stevens,98112,Apartment,Capitol Hill,96
4559222,Rainier Beach,98118,House,Rainier Valley,99
4567243,,98103,House,Other neighborhoods,96
4574700,Madrona,98122,House,Central Area,95
4581256,,98108,House,Beacon Hill,85
4589654,South Park,98108,House,Other neighborhoods,95
4593608,Roosevelt,98115,House,Other neighborhoods,98
4593740,Belltown,98104,Apartment,Downtown,90
4597013,Alki,98116,Loft,West Seattle,97
4598160,,98103,Apartment,Other neighborhoods,92
4599119,Bryant,98115,Bungalow,Other neighborhoods,97
